Back to Index,Senion/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Column1,Professional/Occupational Group,Notes,Valid?
Sep-14,Junior,,,Range D,Communications Manager,,Her Majesty's Treasury,HM Treasury,COM Team,,,24005,,11,24824,38255,,Communications,,
Sep-14,Junior,,,Range E,Senior Communications Manager,,Her Majesty's Treasury,HM Treasury,COM Team,,,24005,,4,41966,57801,,Communications,,
Sep-14,Junior,,,Range E2,Senior Communications Manager,,Her Majesty's Treasury,HM Treasury,COM Team,,,24005,,2,49985,60000,,Communications,,
Sep-14,Junior,,,Range B,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,"Competition, Markets and Regulation, and GMS",,,24744,,2,16550,21663,,Policy,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,"Competition, Markets and Regulation, and GMS",,,24744,,1.4,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Competition, Markets and Regulation, and GMS",,,24744,,6,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Competition, Markets and Regulation, and GMS",,,24744,,5,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Competition, Markets and Regulation, and GMS",,,24744,,1.89,49985,60000,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Corporate Finance, Business, Innovation & Skills",,,26441,,6,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Corporate Finance, Business, Innovation & Skills",,,26441,,2,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Corporate Finance, Business, Innovation & Skills",,,26441,,2,49985,60000,,Policy,,
Sep-14,Junior,,,Range B,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Corporate Taxation and Directors Office,,,23966,,0.58,16550,21663,,Policy,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Corporate Taxation and Directors Office,,,23966,,1,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Corporate Taxation and Directors Office,,,23966,,10,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Corporate Taxation and Directors Office,,,23966,,7.33,41966,57801,,Policy,,
Sep-14,Junior,,,Range B,Treasury Official,,Her Majesty's Treasury,HM Treasury,Correspondence & Information Rights Team,,,24025,,9,16550,21663,,Policy,,
Sep-14,Junior,,,Range C,Treasury Official,,Her Majesty's Treasury,HM Treasury,Correspondence & Information Rights Team,,,24025,,8.89,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Treasury Official,,Her Majesty's Treasury,HM Treasury,Correspondence & Information Rights Team,,,24025,,5,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Treasury Official,,Her Majesty's Treasury,HM Treasury,Correspondence & Information Rights Team,,,24025,,2,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Treasury Official,,Her Majesty's Treasury,HM Treasury,Correspondence & Information Rights Team,,,24025,,1,49985,60000,,Policy,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Data Quality and OSCAR,,,24054,,8.89,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Data Quality and OSCAR,,,24054,,3,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Data Quality and OSCAR,,,24054,,1,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Data Quality and OSCAR,,,24054,,1,49985,60000,,Policy,,
Sep-14,Junior,,,Student,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Debt and Reserves Management,,,25142,,1,18665,18480,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Debt and Reserves Management,,,25142,,6,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Debt and Reserves Management,,,25142,,2,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Debt and Reserves Management,,,25142,,1,49985,60000,,Policy,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Defence Diplomacy & Intelligence,,,24054,,2,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Defence Diplomacy & Intelligence,,,24054,,5,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Defence Diplomacy & Intelligence,,,24054,,4,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Defence Diplomacy & Intelligence,,,24054,,1,49985,60000,,Policy,,
Sep-14,Junior,,,Student,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Devolved and Local Government and GMS,,,24888,,1,18665,18480,,Policy,,
Sep-14,Junior,,,Range B,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Devolved and Local Government and GMS,,,24888,,2,16550,21663,,Policy,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Devolved and Local Government and GMS,,,24888,,4,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Devolved and Local Government and GMS,,,24888,,6.8,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Devolved and Local Government and GMS,,,24888,,5,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Devolved and Local Government and GMS,,,24888,,2,49985,60000,,Policy,,
Sep-14,Junior,,,Student,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,"Directors Office, General Expenditure Policy and GMS, and Workforce Pay and Pensions",,,26020,,1,18665,18480,,Policy,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,"Directors Office, General Expenditure Policy and GMS, and Workforce Pay and Pensions",,,26020,,0.6,18914,26720,,Operational Delivery,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,"Directors Office, General Expenditure Policy and GMS, and Workforce Pay and Pensions",,,26020,,2.58,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Directors Office, General Expenditure Policy and GMS, and Workforce Pay and Pensions",,,26020,,15,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Directors Office, General Expenditure Policy and GMS, and Workforce Pay and Pensions",,,26020,,9.6,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Directors Office, General Expenditure Policy and GMS, and Workforce Pay and Pensions",,,26020,,2.5,49985,60000,,Policy,,
Sep-14,Junior,,,Student,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,"Economic Assessment and Model Unit, and GMS",,,24010,,3,18665,18480,,Economics,,
Sep-14,Junior,,,Range B,Research Support Officer,,Her Majesty's Treasury,HM Treasury,"Economic Assessment and Model Unit, and GMS",,,24010,,1,16550,21663,,Social Research,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,"Economic Assessment and Model Unit, and GMS",,,24010,,0.5,18914,26720,,Social Research,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Economic Assessment and Model Unit, and GMS",,,24010,,6,24824,38255,,Economics,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Economic Assessment and Model Unit, and GMS",,,24010,,4.5,41966,57801,,Economics,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Economic Assessment and Model Unit, and GMS",,,24010,,2,49985,60000,,Economics,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Economic Assessment and Model Unit, and GMS",,,24010,,1,49985,60000,,Social Research,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Education, Children and Culture",,,24773,,4,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Education, Children and Culture",,,24773,,3.89,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Education, Children and Culture",,,24773,,1,49985,60000,,Policy,,
Sep-14,Junior,,,Student,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,"Energy, Environment and Agriculture and Directors Office",,,25070,,1,18665,18480,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Energy, Environment and Agriculture and Directors Office",,,25070,,5,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Energy, Environment and Agriculture and Directors Office",,,25070,,4.7,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Energy, Environment and Agriculture and Directors Office",,,25070,,0.89,49985,60000,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Enterprise and Property Tax,,,24253,,10,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Enterprise and Property Tax,,,24253,,4.9,41966,57801,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Enterprise and Property Tax,,,24253,,1,41966,57801,,Policy,,
Sep-14,Junior,,,Student,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Environment And Transport Tax,,,23967,,1,18665,18480,,Policy,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Environment And Transport Tax,,,23967,,1,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Environment And Transport Tax,,,23967,,8,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Environment And Transport Tax,,,23967,,4,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Environment And Transport Tax,,,23967,,2,49985,60000,,Policy,,
Sep-14,Junior,,,Student,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Equitable Life and International Tax and GMS,,,24274,,1,18665,18480,,Policy,,
Sep-14,Junior,,,Range B,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Equitable Life and International Tax and GMS,,,24274,,3,16550,21663,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Equitable Life and International Tax and GMS,,,24274,,5.2,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Equitable Life and International Tax and GMS,,,24274,,3,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Equitable Life and International Tax and GMS,,,24274,,1,49985,60000,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,EU Banking & Financial Services Strategy,,,26247,,10,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,EU Banking & Financial Services Strategy,,,26247,,6.75,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,EU Banking & Financial Services Strategy,,,26247,,1,49985,60000,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,EU Economics Reform,,,25793,,3,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,EU Economics Reform,,,25793,,2,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,EU Economics Reform,,,25793,,1,49985,60000,,Policy,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,European Institutions and Policy,,,23989,,3,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,European Institutions and Policy,,,23989,,7.79,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,European Institutions and Policy,,,23989,,6,41966,57801,,Policy,,
Sep-14,Junior,,,Range B,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,European Union Financing and GMS,,,24629,,1,16550,21663,,Policy,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,European Union Financing and GMS,,,24629,,2.19,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,European Union Financing and GMS,,,24629,,7.5,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,European Union Financing and GMS,,,24629,,5,41966,57801,,Policy,,
Sep-14,Junior,,,Range B,Treasury Official,,Her Majesty's Treasury,HM Treasury,"Exchequer Funds and Accounts and Intervention, Strategy and Markets",,,23950,,1,16550,21663,,Policy,,
Sep-14,Junior,,,Range C,Treasury Official,,Her Majesty's Treasury,HM Treasury,"Exchequer Funds and Accounts and Intervention, Strategy and Markets",,,23950,,7,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Treasury Official,,Her Majesty's Treasury,HM Treasury,"Exchequer Funds and Accounts and Intervention, Strategy and Markets",,,23950,,7.59,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Exchequer Funds and Accounts and Intervention, Strategy and Markets",,,23950,,1,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Treasury Official,,Her Majesty's Treasury,HM Treasury,"Exchequer Funds and Accounts and Intervention, Strategy and Markets",,,23950,,2,49985,60000,,Policy,,
Sep-14,Junior,,,Range B,Finance Support Officer,,Her Majesty's Treasury,HM Treasury,Finance  Operational Services,,,25203,,1.3,16550,21663,,Finance,,
Sep-14,Junior,,,Range B,Finance Support Officer,,Her Majesty's Treasury,HM Treasury,Finance  Operational Services,,,25203,,1,16550,21663,,Operational Delivery,,
Sep-14,Junior,,,Range B,HR Support Officer,,Her Majesty's Treasury,HM Treasury,Finance  Operational Services,,,25203,,2,16550,21663,,Operational Delivery,,
Sep-14,Junior,,,Range C,Finance Support Officer,,Her Majesty's Treasury,HM Treasury,Finance  Operational Services,,,25203,,1,18914,26720,,Finance,,
Sep-14,Junior,,,Range C,HR Support Officer,,Her Majesty's Treasury,HM Treasury,Finance  Operational Services,,,25203,,0.4,18914,26720,,Operational Delivery,,
Sep-14,Junior,,,Range D,Finance Officer,,Her Majesty's Treasury,HM Treasury,Finance  Operational Services,,,25203,,3,24824,38255,,Finance,,
Sep-14,Junior,,,Range B,Finance Support Officer,,Her Majesty's Treasury,HM Treasury,Finance in the Business,,,25203,,4,16550,21663,,Finance,,
Sep-14,Junior,,,Range C,Finance Support Officer,,Her Majesty's Treasury,HM Treasury,Finance in the Business,,,25203,,3,18914,26720,,Finance,,
Sep-14,Junior,,,Range D,Finance Officer,,Her Majesty's Treasury,HM Treasury,Finance in the Business,,,25203,,5,24824,38255,,Finance,,
Sep-14,Junior,,,Range B,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,"Fiscal Policy and Statistics, and GMS",,,23987,,1,16550,21663,,Policy,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,"Fiscal Policy and Statistics, and GMS",,,23987,,2.5,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Fiscal Policy and Statistics, and GMS",,,23987,,7,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Fiscal Policy and Statistics, and GMS",,,23987,,5,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,"Fiscal Policy and Statistics, and GMS",,,23987,,3,49985,60000,,Policy,,
Sep-14,Junior,,,Student,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Global Economics,,,24638,,2,18665,18480,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Global Economics,,,24638,,10,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Global Economics,,,24638,,3.8,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Global Economics,,,24638,,1.8,49985,60000,,Policy,,
Sep-14,Junior,,,Range B,Research Support Officer,,Her Majesty's Treasury,HM Treasury,Government Economic & Social Research Unit,,,26179,,3,16550,21663,,Social Research,,
Sep-14,Junior,,,Range C,Research Support Officer,,Her Majesty's Treasury,HM Treasury,Government Economic & Social Research Unit,,,26179,,0.86,18914,26720,,Social Research,,
Sep-14,Junior,,,Range D,Research Officer,,Her Majesty's Treasury,HM Treasury,Government Economic & Social Research Unit,,,26179,,4.88,24824,38255,,Social Research,,
Sep-14,Junior,,,Range E,Senior Research Officer,,Her Majesty's Treasury,HM Treasury,Government Economic & Social Research Unit,,,26179,,1,41966,57801,,Social Research,,
Sep-14,Junior,,,Range E2,Senior Research Officer,,Her Majesty's Treasury,HM Treasury,Government Economic & Social Research Unit,,,26179,,1,49985,60000,,Social Research,,
Sep-14,Junior,,,Range C,Policy Support Officer,,Her Majesty's Treasury,HM Treasury,Government Financial Reporting,,,25062,,1,18914,26720,,Policy,,
Sep-14,Junior,,,Range D,Policy Advisor,,Her Majesty's Treasury,HM Treasury,Government Financial Reporting,,,25062,,7,24824,38255,,Policy,,
Sep-14,Junior,,,Range E,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Government Financial Reporting,,,25062,,6.76,41966,57801,,Policy,,
Sep-14,Junior,,,Range E2,Senior Policy Advisor,,Her Majesty's Treasury,HM Treasury,Government Financial Reporting,,,25062,,3,49985,60000,,Policy,,
Sep-14,Junior,,,Range C,Finance Support Officer,,Her Majesty's Treasury,HM Treasury,Group Finance,,,25203,,1,18914,26720,,Finance,,
