Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Total Pay (£),Professional/Occupational Group,Notes,Valid
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B54,,7,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B54,,10.4,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B54,,8,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B54,,0.8,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B54,,3,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B54,,10,31320,35680,,Policy,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Country Programmes,,,B54,,2,23615,28210,,Policy,,
Sep-14,Junior,,,B2 (EO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B54,,3,23615,28210,,Policy,,
Sep-14,Junior,,,C1 (AO),Diary Manager,,Department for International Development,DFID,Country Programmes,,,B54,,1,19500,23276,,Policy,,
Sep-14,Junior,,,C1 (AO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B54,,1,19500,23276,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B54,,1,26800,37195,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B56,,4,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B56,,2.4,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B56,,3,49410,58160,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B56,,1,26800,37195,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B57,,2,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B57,,3,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B57,,2,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B57,,9,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B57,,2,49410,58160,,Policy,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B57,,1,31320,35680,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B57,,1,26800,37195,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B61,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B61,,4,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B61,,7,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Procurement Officer,,Department for International Development,DFID,Country Programmes,,,B61,,2,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B61,,2,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B61,,1,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B61,,1,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B61,,2,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B61,,1,31320,35680,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B61,,1,26800,37195,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B68,,4,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B68,,3,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Statistician,,Department for International Development,DFID,Country Programmes,,,B68,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B68,,2,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B68,,14,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Procurement Officer,,Department for International Development,DFID,Country Programmes,,,B68,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B68,,4,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B68,,1,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B68,,2,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B68,,4,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Communications Manager,,Department for International Development,DFID,Country Programmes,,,B68,,1,31320,35680,,Policy,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B68,,3,31320,35680,,Policy,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Country Programmes,,,B68,,2,23615,28210,,Policy,,
Sep-14,Junior,,,B2 (EO),IT Manager,,Department for International Development,DFID,Country Programmes,,,B68,,1,23615,28210,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B68,,4,26800,37195,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B70,,2,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B70,,5,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B70,,1,49410,58160,,Policy,,
Sep-14,Junior,,,B2 (EO),Finance Officer,,Department for International Development,DFID,Country Programmes,,,B70,,1,23615,28210,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B70,,1,26800,37195,,Policy,,
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B72,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B72,,7,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B72,,6,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Communications Manager,,Department for International Development,DFID,Country Programmes,,,B72,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Finance Officer,,Department for International Development,DFID,Country Programmes,,,B72,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B72,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B72,,10,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B72,,4,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Statistician,,Department for International Development,DFID,Country Programmes,,,B72,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Procurement Officer,,Department for International Development,DFID,Country Programmes,,,B72,,1,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B72,,2,31320,35680,,Policy,,
Sep-14,Junior,,,B1 (HEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B72,,1,31320,35680,,Policy,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B72,,2,31320,35680,,Policy,,
Sep-14,Junior,,,B2 (EO),Diary Manager,,Department for International Development,DFID,Country Programmes,,,B72,,1,23615,28210,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B72,,2,26800,37195,,Policy,,
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B77,,3,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B77,,3,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B77,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B77,,12,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B77,,4,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B77,,1,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Procurement Officer,,Department for International Development,DFID,Country Programmes,,,B77,,1,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B77,,2,31320,35680,,Policy,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B77,,2,31320,35680,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B77,,1,26800,37195,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B77,,1,26800,37195,,Policy,,
Sep-14,Junior,,,A1 (G6),Finance Officer,,Department for International Development,DFID,Country Programmes,,,B78,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B78,,0.8,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B78,,0.6,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B78,,1,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Finance Officer,,Department for International Development,DFID,Country Programmes,,,B78,,3,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B78,,1.2,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Procurement Officer,,Department for International Development,DFID,Country Programmes,,,B78,,4,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Statistician,,Department for International Development,DFID,Country Programmes,,,B78,,3,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Finance Officer,,Department for International Development,DFID,Country Programmes,,,B78,,2,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B78,,1,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Procurement Officer,,Department for International Development,DFID,Country Programmes,,,B78,,1,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Finance Officer,,Department for International Development,DFID,Country Programmes,,,B78,,1,31320,35680,,Policy,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B78,,4,31320,35680,,Policy,,
Sep-14,Junior,,,B2 (EO),Finance Officer,,Department for International Development,DFID,Country Programmes,,,B78,,1,23615,28210,,Policy,,
Sep-14,Junior,,,B2 (EO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B78,,1,23615,28210,,Policy,,
Sep-14,Junior,,,B1D (Faststream),Statistician,,Department for International Development,DFID,Country Programmes,,,B78,,1,26800,37195,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B86,,3,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B86,,3,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B86,,3,49410,58160,,Policy,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B86,,1,31320,35680,,Policy,,
Sep-14,Junior,,,A1 (G6),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B89,,2,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B89,,11.8,61381,70290,,Policy,,
Sep-14,Junior,,,A1 (G6),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B89,,8.1,61381,70290,,Policy,,
Sep-14,Junior,,,A2 (G7),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B89,,1,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B89,,20.6,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B89,,15.8,49410,58160,,Policy,,
Sep-14,Junior,,,A2 (G7),Statistician,,Department for International Development,DFID,Country Programmes,,,B89,,0.9,49410,58160,,Policy,,
Sep-14,Junior,,,A2L (SEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B89,,1,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B89,,1,41218,45380,,Policy,,
Sep-14,Junior,,,A2L (SEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B89,,2,41218,45380,,Policy,,
Sep-14,Junior,,,B1 (HEO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B89,,2.8,31320,35680,,Policy,,
Sep-14,Junior,,,B1 (HEO),Policy Adviser,,Department for International Development,DFID,Country Programmes,,,B89,,1,31320,35680,,Policy,,
Sep-14,Junior,,,B1 (HEO),Programme Manager,,Department for International Development,DFID,Country Programmes,,,B89,,11.7,31320,35680,,Policy,,
Sep-14,Junior,,,B2 (EO),Operational Manager,,Department for International Development,DFID,Country Programmes,,,B89,,2,23615,28210,,Policy,,
