Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?,
Mar-11,Senior,CDD020,N/D,SCS1,Deputy Director - HR Change Team,'Responsible for: HR Framework Displacement Selection Transition Pool Exits (Change and Business as Usual) Staff Support Outplacement Restructuring Redeployment SCS Unit',Department of Health,Department of Health,Corporate Development Directorate,020 7210 4850,N/D,CDD016,321261,1,N/D,,Human Resources,,,
Mar-11,Senior,CDD021,David Lane,SCS2,Business Support Services Transformation Programme Director,"'Responsible for leading the transition programme tasked with creating shared service centres for non-core, back office transaction-based services for DH, Public Health England (PHE) and current/emerging arm’s length bodies (ALBs).'",Department of Health,Department of Health,Corporate Development Directorate,020 7210 4850,N/D,CDD001,319678,1,N/D,,Operational Delivery,,,
Mar-11,Senior,CDD022,Surinda Sharma,SCS2,National Director of Equality & Human Rights,"'Responsible for - providing strategic focus, leadership and coordination within the Department of Health in relation to issues of equality and human rights'",Department of Health,Department of Health,Corporate Development Directorate,020 7210 4850,N/D,CDD001,31904,1,130000,134999,Policy,,,
Mar-11,Senior,PSF001,Richard Douglas,SCS3,Director General for Policy Strategy & Finance,'Responsible for delivering the Department's financial and internal operational functions.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSO001,0,1,140000,144999,Finance,,,
Mar-11,Senior,PSF003,Alastair MacLellan,SCS2,Director - Group Finance,'Responsible for: Accounting In year budget management Financial management & reporting Corporate finance services Governance.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF001,31778,1,90000,94999,Finance,,,
Mar-11,Senior,PSF004,N/D,SCS1,Deputy Director - Corporate Finance Services,"'Responsible for the provision of Corporate Finance services including: Payroll, Expenses (including taxation), Accounts payable/receivable Losses and special payments, Government procurement card, DH finance system support reports training and transactions.'",Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF003,1171345,0.86,N/D,,Finance,,,
Mar-11,Senior,PSF005,N/D,SCS1,Deputy Director - Financial Information & Accounts,'Responsible for the co-ordination and production of the DH Resource account and NHS Summarised accounts including collection of in year NHS financial information to support overall financial reporting and performance management.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF003,1034722,1,N/D,,Finance,,,
Mar-11,Senior,PSF006,N/D,SCS1,Deputy Director - Group Financial Reporting & Cash Management,'Responsible for in year co-ordination; management and reporting of the overall DH revenue and capital budgets to Departmental Board Parliament and HM Treasury. Provision for Cash funding to PCTs & SHAs. Loans and PDC to NHS Trusts and Foundation Trusts.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF003,638134,1,N/D,,Finance,,,
Mar-11,Senior,PSF007,N/D,SCS1,Deputy Director - DH Financial Management & Reporting,'Responsible for the provision of finance support advice challenge and in year financial management and reporting of DH revenue and capital central budgets administration spend and ALB finances.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF003,956625,1,N/D,,Finance,,,
Mar-11,Senior,PSF008,Karen Wheeler,SCS2,Transition Director,"'Co-ordinating and overseeing the Transition Programme organisational development and communications strategies. Overseeing the criteria for control and management of the programme including ongoing reporting arrangements. Keeping the SRO and Programme Boards appraised on progress (plus CMB, DB, Ministers as directed by the SRO). Representing the programme outside the department.'",Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF001,199137,1,135000,139999,Programme and Project Management (PPM),,,
Mar-11,Senior,PSF009,N/D,SCS1,Design Assurance Manager,'Coordinate support and provide assurance for all HR transition programme activities relating to the identification and transfer and deployment of employees moving from existing structures to new organisations in the health and care system. Lead on people and functions migration process.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF008,0,1,N/D,,Programme and Project Management (PPM),,,
Mar-11,Senior,PSF010,Richard Murray,SCS2,Director Financial Planning & Allocation and Chief Analyst,"'Spending review for DH, NHS and Personal Social Services. DH lead link with HM Treasury. NHS resource allocation; forward financial planning; and Chief Analyst and Chief Economist.'",Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF001,31904,1,90000,94999,Economics,,,
Mar-11,Senior,PSF011,N/D,SCS1,Deputy Director Senior Economic Advisor,'Baseline Pressures Analysis Reporting & Accountability (Departmental Report & Public Expenditure Inquiry) Analytical Support to P&SF Option appraisal major investment schemes Measurement of NHS productivity and performance reporting to DB Economic and finance evidence to Pay Review Bodies.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF003,548516,1,N/D,,Economics,,,
Mar-11,Senior,PSF012,N/D,SCS1,Deputy Director Resource Allocation & Income Generation,'Revenue allocation to the NHS (Policy & Analysis) Income Generation including charges for overseas visitors and the Injury Costs Recover Scheme NHS charities.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF010,514777,1,N/D,,Policy,,,
Mar-11,Senior,PSF013,N/D,SCS1,Deputy Director of Financial Planning (Policy),'Spending Review Policy Pressures Affordability of Policy Reduction in Central Budgets Efficiency.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF010,518616,1,N/D,,Policy,,,
Mar-11,Senior,PSF014,Eliminated,SCS1,Deputy Director Financial Planning & Allocations (Planning),'Responsible for financial planning and allocations.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,N/A,N/A,PSF003,0,1,0,0,,,,
Mar-11,Senior,PSF015,Eliminated,SCS1,Deputy Director Policy Unit,'Responsible for System reform and incentives Supporting policy development on Foundation Trusts failure regime GP commissioning consortia and democratic legitimacy in health Commissioning for Quality and Innovation (CQUIN) framework.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,N/A,N/A,PSF017,0,1,0,0,,,,
Mar-11,Senior,PSF016,N/D,SCS1,Deputy Director Operations Policy & Project Resource,'SRO for Directorate HR Business & Finance Support to the Director General Directorate organisational development Input into corporate organisational development Policy support to directorate at DG request Relationship management Equality & Human Rights Commission Equalities Transformation Programme Equality & Human Rights Assurance Group Secretariat White paper consultation & Engagement management Directorate Health & Well being.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF001,691705,1,N/D,,Finance,,,
Mar-11,Senior,PSF017,Ian Dodge,SCS2,Director Policy Unit,'The Policy Support Unit ensures effective implementation of health reform supports health reform policy development improves policy making across DH and manages primary and secondary legislation.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF001,350218,1,90000,94999,Policy,,,
Mar-11,Senior,PSF018,N/D,SCS1,Deputy Director Policy Unit,'Responsible for NHS White Paper ‘Liberating the NHS’ and system architecture Supporting legislation and policy on the Secretary of State’s powers Supporting legislation and policy on foundation trusts and failure Personal health budgets Health reform evaluation.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF017,1182977,1,N/D,,Policy,,,
Mar-11,Senior,PSF019,N/D,SCS1,Deputy Director Policy Unit,'Responsible for Primary legislation including the Health and Social Care Bill Secondary legislation following on from the Health and Social Care Bill Improving policy-making across DH.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF017,709628,0.7,N/D,,Policy,,,
Mar-11,Senior,PSF020,John Hall,SCS2,Director Strategy Group,'Director of Strategy Group which provides a flexible project resource for the Departmental Board's strategic work programme.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF001,0,1,85000,89999,Policy,,,
Mar-11,Senior,PSF021,N/D,SCS1,Deputy Director Strategy Group and Senior Strategy Adviser,'Responsible for leading Strategic Projects.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF020,318069,0.8,N/D,,Policy,,,
Mar-11,Senior,PSF022,N/D,SCS1,Deputy Director Strategy Group and Senior Strategy Adviser,'Responsible for leading Strategic Projects.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF020,459495,0.6,N/D,,Policy,,,
Mar-11,Senior,PSF023,N/D,SCS1,Deputy Director Strategy Group and Senior Strategy Adviser,'Responsible for Government Operational Research Service (GORS) and leading Strategic Projects.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF020,154055,1,N/D,,Policy,,,
Mar-11,Senior,PSF024,Vacant,SCS1,Deputy Director Strategy Group and Senior Strategy Adviser,'Responsible for leading Strategic Projects.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,N/A,N/D,PSF020,0,1,0,0,Policy,,,
Mar-11,Senior,PSF025,N/D,SCS1,Deputy Director Strategy Group and Senior Strategy Adviser,'Responsible for leading Strategic Projects.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF020,246988,1,N/D,,Policy,,,
Mar-11,Senior,PSF026,John Holden,SCS2,Director System Regulation (Health & Audit Social Care),'Providing leadership on system regulation EU patient mobility sponsoring CQC implementing the ALB review sponsoring the second Francis Inquiry and supporting the Government’s priorities on regulatory reform and reducing burdens consistent with the Coalition Agreement and White Paper (Liberating the NHS).',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF001,0,1,80000,84999,Policy,,,
Mar-11,Senior,PSF027,N/D,SCS1,Deputy Director Head of Regulatory Reform Branch,'Promoting better regulation & BRE sponsorship support better regulation minister lead on regulatory reform levers: One in one out sunsetting micro-exemption statement of new regulation & regulatory Impact Assessment Consultation coordination Reducing NHS data burdens programme review of statutory regulation minimising burden.',Department of Health,Department of Health,Policy Strategy & Finance Directorate,020 7210 4850,N/D,PSF026,154055,1,N/D,,Policy,,,
