Back to Index,Junior/Senior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?,
Mar-11,Junior,,,SEO London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,87,,1,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,87,,6.6,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,87,,0.83,56707,68322,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,88,,1,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,88,,1,29261,34424,Policy,,,
Mar-11,Junior,,,SEO London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,88,,1,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,88,,1,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 7 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,88,,1,46975,56597,Policy,,,
Mar-11,Junior,,,AO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,89,,1,21184,22646,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,89,,5,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,89,,8,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,89,,3,27000,33654,Policy,,,
Mar-11,Junior,,,SEO London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,89,,4,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,89,,13.6,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,89,,2,56707,68322,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,89,,1,56707,68322,Policy,,,
Mar-11,Junior,,,AO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,82,,1,21184,22646,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,82,,2,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,82,,11.44,29261,34424,Policy,,,
Mar-11,Junior,,,SEO London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,82,,7,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,82,,9.23,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,82,,2,56707,68322,Policy,,,
Mar-11,Junior,,,AO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,5,21184,22646,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,2.6,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,10,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,1,27000,33654,Policy,,,
Mar-11,Junior,,,SEO London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,3,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,4,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,1,56707,68322,Policy,,,
Mar-11,Junior,,,AO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,1,21184,22646,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,2,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,4,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,1,27000,33654,Policy,,,
Mar-11,Junior,,,SEO London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,9,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,5.4,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,86,,1,56707,68322,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,61,,6,27000,33654,Policy,,,
Mar-11,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,61,,6,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,61,,2,56707,68322,Policy,,,
Mar-11,Junior,,,EO London,Diary Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,76,,1,24992,29060,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,76,,1,27000,33654,Policy,,,
Mar-11,Junior,,,AO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,85,,2,21184,22646,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,85,,1,29261,34424,Policy,,,
Mar-11,Junior,,,SEO London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,85,,2,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,85,,5.59,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,85,,4,56707,68322,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,84,,4,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,84,,4,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,84,,2,27000,33654,Policy,,,
Mar-11,Junior,,,SEO London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,84,,1,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,84,,7,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Office Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,84,,1,56707,68322,Policy,,,
Mar-11,Junior,,,AO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,92,,1,21184,22646,Policy,,,
Mar-11,Junior,,,EO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,92,,1,24992,29060,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,92,,5,29261,34424,Policy,,,
Mar-11,Junior,,,SEO London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,92,,1,34713,41851,Policy,,,
Mar-11,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,92,,5,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,92,,1,56707,68322,Policy,,,
Mar-11,Junior,,,HEO London,Policy Support Officer,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,96,,2,29261,34424,Policy,,,
Mar-11,Junior,,,Fast Stream London,Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,96,,2,27000,33654,Policy,,,
Mar-11,Junior,,,Grade 7 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,96,,3,46975,56597,Policy,,,
Mar-11,Junior,,,Grade 6 London,Senior Policy Adviser,,Department of Energy and Climate Change,Department of Energy and Climate Change,National Climate Change & Consumer Support,,,96,,1,56707,68322,Policy,,,
Mar-11,Junior,,,EO London,Diary Manager,,Department of Energy and Climate Change,Department of Energy and Climate Change,Energy Markets & Infrastructure,,,2,,2,24992,29060,Policy,,,
